Articulo,Anhada,Partida,Raza,Alimentacion,N_Serie,Ac_Oleico,Ac_Palmitico,Ac_Estearico,Ac_Linoleico,PesoVarios,Pesovientres,PesoCerdos,PesoNetoCanal,Nacimiento,Matadero,NroAnimales,PesoEntrada,TipoPesada,PesoSalida,DescripcionArticulo,FechaEntrada,FechaSalida
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750122,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.36,Individual,8.543,JAMON DE BELLOTA 100%_IBERICO,18/10/2013,27/02/2017
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750042,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.36,Individual,8.684,JAMON DE BELLOTA 100%_IBERICO,15/01/2014,03/05/2017
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750105,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.36,Individual,8.684,JAMON DE BELLOTA 100%_IBERICO,04/08/2013,02/12/2016
Jamon,2021,211076,100%_IBERICO,BELLOTA,130100750164,54.84,19.68,8.08,10.59,7759.256,13617.2,16607,13344.856,16/10/2011,1,100,13.36,Individual,8.684,JAMON DE BELLOTA 100%_IBERICO,07/07/2012,27/11/2015
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750095,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.36,Individual,8.561,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,19/02/2014,04/05/2017
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750161,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.36,Individual,8.684,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,13/11/2012,26/02/2016
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750017,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.36,Individual,8.684,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,18/02/2013,06/05/2016
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750017,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.36,Individual,8.684,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,22/01/2013,06/05/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750047,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.36,Individual,8.684,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,07/08/2012,19/11/2015
Jamon,2021,211921,50%_IBERICO,CEBO,130100750176,0,0,0,0,8442.2,16980,20700,16640.4,16/10/2011,1,130,13.36,Individual,8.684,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,14/06/2014,21/09/2016
Jamon,2021,211852,50%_IBERICO,CEBO,130100750040,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.35,Individual,9.132,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,20/02/2015,12/05/2017
Jamon,2021,211852,50%_IBERICO,CEBO,130100750008,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.35,Individual,8.6775,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,13/01/2015,12/05/2017
Jamon,2021,211852,50%_IBERICO,CEBO,130100750012,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.35,Individual,8.6775,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,19/01/2015,21/04/2017
Jamon,2021,211852,50%_IBERICO,CEBO,130100750035,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.35,Individual,8.6775,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,04/12/2014,27/03/2017
Jamon,2021,211378,50%_IBERICO,CEBO,130100750137,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.35,Individual,9.2,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,23/11/2014,28/02/2017
Jamon,2021,211377,50%_IBERICO,CEBO,130100750114,0,0,0,0,1777.18,3416,4078.57,3347.68,16/10/2011,1,25,13.35,Individual,8.6775,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,04/09/2014,05/12/2016
Jamon,2021,210180,100%_IBERICO,BELLOTA,130100750078,57.2,20.85,8.91,7.03,10106.074,17289.8,21180,16944.004,16/10/2011,1,0,13.35,Individual,9.132,JAMON DE BELLOTA 100%_IBERICO,12/11/2013,02/03/2017
Jamon,2021,210180,100%_IBERICO,BELLOTA,130100750099,57.2,20.85,8.91,7.03,10106.074,17289.8,21180,16944.004,16/10/2011,1,0,13.35,Individual,8.6775,JAMON DE BELLOTA 100%_IBERICO,24/07/2013,05/12/2016
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750127,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.35,Individual,8.543,JAMON DE BELLOTA 100%_IBERICO,28/09/2013,27/02/2017
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750039,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.35,Individual,8.667,JAMON DE BELLOTA 100%_IBERICO,21/01/2014,29/05/2017
Jamon,2021,210462,100%_IBERICO,BELLOTA,130100750088,55.04,19.95,8.81,9.78,10883.884,18715.8,22780,18341.48,16/10/2011,1,129,13.35,Individual,8.467,JAMON DE BELLOTA 100%_IBERICO,10/05/2013,29/08/2016
Jamon,2021,210568,100%_IBERICO,BELLOTA,130100750091,53.65,20.41,8.56,10.3,11333.926,19118.7,22980,18736.326,16/10/2011,1,129,13.35,Individual,8.561,JAMON DE BELLOTA 100%_IBERICO,19/12/2013,04/05/2017
Jamon,2021,210568,100%_IBERICO,BELLOTA,130100750065,53.65,20.41,8.56,10.3,11333.926,19118.7,22980,18736.326,16/10/2011,1,129,13.35,Individual,8.6775,JAMON DE BELLOTA 100%_IBERICO,29/05/2013,26/10/2016
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750065,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.35,Individual,8.6775,JAMON DE BELLOTA 100%_IBERICO,22/06/2013,26/10/2016
Jamon,2021,211075,100%_IBERICO,BELLOTA,130100750092,54.07,20.61,8.14,10.24,1823.78,3126,3793.4,3063.48,16/10/2011,1,20,13.35,Individual,8.29,JAMON DE BELLOTA 100%_IBERICO,24/03/2013,22/08/2016
Jamon,2021,211076,100%_IBERICO,BELLOTA,130100750103,54.84,19.68,8.08,10.59,7759.256,13617.2,16607,13344.856,16/10/2011,1,100,13.35,Individual,8.76,JAMON DE BELLOTA 100%_IBERICO,19/08/2013,15/12/2016
Jamon,2021,211184,100%_IBERICO,BELLOTA,130100750174,59.08,19.79,7.47,7.43,7690.831,13853.6,16880,13576.528,16/10/2011,1,104,13.35,Individual,8.6775,JAMON DE BELLOTA 100%_IBERICO,15/05/2013,06/09/2016
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750003,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.35,Individual,8.6775,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,11/10/2013,20/12/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750064,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.35,Individual,8.6775,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,25/07/2013,13/10/2016
Jamon,2021,211378,50%_IBERICO,CEBO,130100750032,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.35,Individual,8.6775,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,01/07/2013,28/10/2015
Jamon,2021,211852,50%_IBERICO,CEBO,130100750062,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.34,Individual,8.671,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,15/09/2014,25/11/2016
Jamon,2021,211378,50%_IBERICO,CEBO,130100750054,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.34,Individual,8.671,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,26/07/2014,16/11/2016
Jamon,2021,210180,100%_IBERICO,BELLOTA,130100750027,57.2,20.85,8.91,7.03,10106.074,17289.8,21180,16944.004,16/10/2011,1,0,13.34,Individual,8.671,JAMON DE BELLOTA 100%_IBERICO,21/07/2013,13/12/2016
Jamon,2021,210462,100%_IBERICO,BELLOTA,130100750152,55.04,19.95,8.81,9.78,10883.884,18715.8,22780,18341.48,16/10/2011,1,129,13.34,Individual,8.671,JAMON DE BELLOTA 100%_IBERICO,08/11/2012,26/02/2016
Jamon,2021,210756,100%_IBERICO,BELLOTA,130100750029,55.88,19.99,8.7,9.01,11302.047,19471,23400,19081.58,16/10/2011,1,135,13.34,Individual,8.671,JAMON DE BELLOTA 100%_IBERICO,19/07/2012,19/11/2015
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750065,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.34,Individual,8.671,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,31/07/2013,26/10/2016
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750065,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.34,Individual,8.671,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,11/08/2013,26/10/2016
Jamon,2021,211378,50%_IBERICO,CEBO,130100750100,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.34,Individual,8.671,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,29/03/2014,21/07/2016
Jamon,2021,211921,50%_IBERICO,CEBO,130100750144,0,0,0,0,8442.2,16980,20700,16640.4,16/10/2011,1,130,13.33,Individual,8.6645,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,17/12/2014,27/03/2017
Jamon,2021,211378,50%_IBERICO,CEBO,130100750134,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.33,Individual,9.132,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,20/09/2014,13/01/2017
Jamon,2021,210137,100%_IBERICO,BELLOTA,130100750145,0,0,0,0,10990.714,18574.3,22780,18202.814,16/10/2011,1,129,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,20/08/2013,30/12/2016
Jamon,2021,210462,100%_IBERICO,BELLOTA,130100750068,55.04,19.95,8.81,9.78,10883.884,18715.8,22780,18341.48,16/10/2011,1,129,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,14/01/2013,06/05/2016
Jamon,2021,210568,100%_IBERICO,BELLOTA,130100750068,53.65,20.41,8.56,10.3,11333.926,19118.7,22980,18736.326,16/10/2011,1,129,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,19/01/2013,06/05/2016
Jamon,2021,210756,100%_IBERICO,BELLOTA,130100750068,55.88,19.99,8.7,9.01,11302.047,19471,23400,19081.58,16/10/2011,1,135,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,11/12/2012,06/05/2016
Jamon,2021,210793,100%_IBERICO,BELLOTA,130100750068,55.79,19.43,8.24,10.28,4429.373,7981.4,9730.8,7821.772,16/10/2011,1,60,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,08/01/2013,06/05/2016
Jamon,2021,210793,100%_IBERICO,BELLOTA,130100750101,55.79,19.43,8.24,10.28,4429.373,7981.4,9730.8,7821.772,16/10/2011,1,60,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,30/07/2013,05/12/2016
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750139,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.33,Individual,8.543,JAMON DE BELLOTA 100%_IBERICO,16/10/2013,27/02/2017
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750162,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.33,Individual,8.6645,JAMON DE BELLOTA 100%_IBERICO,23/09/2012,24/02/2016
Jamon,2021,210376,75%_IBERICO,BELLOTA,130100750068,0,0,0,0,10943.212,19469.4,23520,19080.012,16/10/2011,1,124,13.33,Individual,8.6645,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,25/12/2012,06/05/2016
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750068,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.33,Individual,8.6645,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,26/02/2013,06/05/2016
Jamon,2021,211403,50%_IBERICO,BELLOTA,130100750120,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.33,Individual,8.45,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,07/11/2013,13/01/2017
Jamon,2021,210137,100%_IBERICO,BELLOTA,130100750135,0,0,0,0,10990.714,18574.3,22780,18202.814,16/10/2011,1,129,13.32,Individual,8.658,JAMON DE BELLOTA 100%_IBERICO,03/11/2013,07/03/2017
Jamon,2021,210137,100%_IBERICO,BELLOTA,130100750050,0,0,0,0,10990.714,18574.3,22780,18202.814,16/10/2011,1,129,13.32,Individual,8.658,JAMON DE BELLOTA 100%_IBERICO,28/07/2012,19/11/2015
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750020,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.32,Individual,8.658,JAMON DE BELLOTA 100%_IBERICO,10/05/2013,23/08/2016
Jamon,2021,210462,100%_IBERICO,BELLOTA,130100750112,55.04,19.95,8.81,9.78,10883.884,18715.8,22780,18341.48,16/10/2011,1,129,13.32,Individual,8.658,JAMON DE BELLOTA 100%_IBERICO,21/07/2013,25/11/2016
Jamon,2021,210793,100%_IBERICO,BELLOTA,130100750169,55.79,19.43,8.24,10.28,4429.373,7981.4,9730.8,7821.772,16/10/2011,1,60,13.32,Individual,8.658,JAMON DE BELLOTA 100%_IBERICO,16/12/2012,18/05/2016
Jamon,2021,211184,100%_IBERICO,BELLOTA,130100750005,59.08,19.79,7.47,7.43,7690.831,13853.6,16880,13576.528,16/10/2011,1,104,13.32,Individual,8.658,JAMON DE BELLOTA 100%_IBERICO,31/12/2013,03/05/2017
Jamon,2021,211290,100%_IBERICO,BELLOTA,130100750082,57.49,18.66,7.33,10.19,2952.53,5368.5,6516.68,5261.13,16/10/2011,1,41,13.32,Individual,8.55,JAMON DE BELLOTA 100%_IBERICO,17/04/2013,05/08/2016
Jamon,2021,210247,75%_IBERICO,BELLOTA,130100750009,57.62,20.17,8.43,7.8,10721.89,18825.5,23120,18448.99,16/10/2011,1,123,13.32,Individual,8.658,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,23/09/2014,05/01/2018
Jamon,2021,210336,75%_IBERICO,BELLOTA,130100750025,0,0,0,0,10000.706,17339.7,21420,16992.906,16/10/2011,1,123,13.32,Individual,8.658,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,13/08/2013,05/12/2016
Jamon,2021,210336,75%_IBERICO,BELLOTA,130100750044,0,0,0,0,10000.706,17339.7,21420,16992.906,16/10/2011,1,123,13.32,Individual,8.658,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,04/08/2014,05/01/2018
Jamon,2021,210336,75%_IBERICO,BELLOTA,130100750104,0,0,0,0,10000.706,17339.7,21420,16992.906,16/10/2011,1,123,13.32,Individual,8.658,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,06/08/2013,05/12/2016
Jamon,2021,210376,75%_IBERICO,BELLOTA,130100750132,0,0,0,0,10943.212,19469.4,23520,19080.012,16/10/2011,1,124,13.32,Individual,8.2,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,28/08/2013,17/01/2017
Jamon,2021,210376,75%_IBERICO,BELLOTA,130100750051,0,0,0,0,10943.212,19469.4,23520,19080.012,16/10/2011,1,124,13.32,Individual,8.658,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,05/08/2013,25/11/2016
Jamon,2021,210376,75%_IBERICO,BELLOTA,130100750073,0,0,0,0,10943.212,19469.4,23520,19080.012,16/10/2011,1,124,13.32,Individual,8.658,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,27/07/2013,16/11/2016
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750057,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,23/04/2013,01/08/2016
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750085,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.25,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,09/12/2013,15/02/2017
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750007,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,25/07/2014,20/10/2017
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750076,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,28/08/2013,05/12/2016
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750016,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,11/09/2012,19/11/2015
Jamon,2021,211067,50%_IBERICO,BELLOTA,130100750046,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,20/01/2014,27/03/2017
Jamon,2021,211403,50%_IBERICO,BELLOTA,130100750168,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,21/07/2013,21/09/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750106,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,06/07/2013,18/10/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750149,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,14/01/2014,27/03/2017
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750156,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.32,Individual,8.658,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,17/11/2012,23/02/2016
Jamon,2021,211852,50%_IBERICO,CEBO,130100750024,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.32,Individual,8.658,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,16/04/2014,01/08/2016
Jamon,2021,211852,50%_IBERICO,CEBO,130100750130,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.31,Individual,8.561,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,11/02/2015,04/05/2017
Jamon,2021,211378,50%_IBERICO,CEBO,130100750038,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.31,Individual,8.6515,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,28/11/2014,27/03/2017
Jamon,2021,211852,50%_IBERICO,CEBO,130100750124,0,0,0,0,9828.216,18814.2,22860,18437.916,16/10/2011,1,140,13.31,Individual,8.275,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,14/07/2014,08/11/2016
Jamon,2021,210137,100%_IBERICO,BELLOTA,130100750045,0,0,0,0,10990.714,18574.3,22780,18202.814,16/10/2011,1,129,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,17/11/2013,27/03/2017
Jamon,2021,210756,100%_IBERICO,BELLOTA,130100750058,55.88,19.99,8.7,9.01,11302.047,19471,23400,19081.58,16/10/2011,1,135,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,19/05/2013,18/10/2016
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750155,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,26/07/2012,16/12/2015
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750074,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,13/08/2013,30/11/2016
Jamon,2021,210856,100%_IBERICO,BELLOTA,130100750014,57.83,20.37,8.45,7.32,10350.918,17679.1,21520,17325.518,16/10/2011,1,120,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,27/05/2014,20/10/2017
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750028,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,21/07/2013,05/12/2016
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750030,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,26/07/2013,05/12/2016
Jamon,2021,211076,100%_IBERICO,BELLOTA,130100750165,54.84,19.68,8.08,10.59,7759.256,13617.2,16607,13344.856,16/10/2011,1,100,13.31,Individual,8.6515,JAMON DE BELLOTA 100%_IBERICO,27/07/2012,27/11/2015
Jamon,2021,210247,75%_IBERICO,BELLOTA,130100750177,57.62,20.17,8.43,7.8,10721.89,18825.5,23120,18448.99,16/10/2011,1,123,13.31,Individual,8.6515,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,12/08/2013,29/11/2016
Jamon,2021,210247,75%_IBERICO,BELLOTA,130100750084,57.62,20.17,8.43,7.8,10721.89,18825.5,23120,18448.99,16/10/2011,1,123,13.31,Individual,8.32,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,28/08/2013,19/12/2016
Jamon,2021,210336,75%_IBERICO,BELLOTA,130100750110,0,0,0,0,10000.706,17339.7,21420,16992.906,16/10/2011,1,123,13.31,Individual,8.08,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,03/09/2013,19/12/2016
Jamon,2021,210644,50%_IBERICO,BELLOTA,130100750126,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.31,Individual,8.6515,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,09/08/2013,30/10/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750126,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.31,Individual,8.6515,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,31/08/2013,30/10/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750170,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.31,Individual,8.6515,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,13/07/2013,19/09/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750090,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.31,Individual,8.6515,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,06/09/2013,30/11/2016
Jamon,2021,211377,50%_IBERICO,CEBO,130100750097,0,0,0,0,1777.18,3416,4078.57,3347.68,16/10/2011,1,25,13.31,Individual,8.6515,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,15/02/2014,16/05/2016
Jamon,2021,211921,50%_IBERICO,CEBO,130100750001,0,0,0,0,8442.2,16980,20700,16640.4,16/10/2011,1,130,13.3,Individual,8.645,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,05/02/2015,03/05/2017
Jamon,2021,211378,50%_IBERICO,CEBO,130100750049,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.3,Individual,8.645,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,07/09/2014,16/11/2016
Jamon,2021,211378,50%_IBERICO,CEBO,130100750066,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.3,Individual,8.645,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,01/08/2014,16/11/2016
Jamon,2021,210756,100%_IBERICO,BELLOTA,130100750022,55.88,19.99,8.7,9.01,11302.047,19471,23400,19081.58,16/10/2011,1,135,13.3,Individual,8.645,JAMON DE BELLOTA 100%_IBERICO,25/07/2013,05/12/2016
Jamon,2021,210949,100%_IBERICO,BELLOTA,130100750071,56.18,19.18,7.57,10.65,8437.86,15397,18960,15089.06,16/10/2011,1,116,13.3,Individual,8.645,JAMON DE BELLOTA 100%_IBERICO,19/07/2013,05/12/2016
Jamon,2021,211075,100%_IBERICO,BELLOTA,130100750147,54.07,20.61,8.14,10.24,1823.78,3126,3793.4,3063.48,16/10/2011,1,20,13.3,Individual,9.132,JAMON DE BELLOTA 100%_IBERICO,30/12/2013,01/06/2017
Jamon,2021,211289,100%_IBERICO,BELLOTA,130100750019,56.18,19.38,7.66,10.2,4487.846,7842.7,9568.88,7685.846,16/10/2011,1,56,13.3,Individual,8.645,JAMON DE BELLOTA 100%_IBERICO,06/11/2012,23/02/2016
Jamon,2021,211289,100%_IBERICO,BELLOTA,130100750053,56.18,19.38,7.66,10.2,4487.846,7842.7,9568.88,7685.846,16/10/2011,1,56,13.3,Individual,8.645,JAMON DE BELLOTA 100%_IBERICO,09/07/2013,30/10/2016
Jamon,2021,210376,75%_IBERICO,BELLOTA,130100750053,0,0,0,0,10943.212,19469.4,23520,19080.012,16/10/2011,1,124,13.3,Individual,8.645,JAMON DE BELLOTA IBERICO 75% Raza Ib‚rica,10/06/2013,30/10/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750081,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.3,Individual,8.003,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,05/09/2013,09/11/2016
Jamon,2021,211435,50%_IBERICO,BELLOTA,130100750160,0,0,0,0,0,0,0,0,16/10/2011,1,0,13.3,Individual,8.645,Jamon DE BELLOTA IBERICO 50% Raza Ib‚rica,01/10/2012,27/11/2015
Jamon,2021,211378,50%_IBERICO,CEBO,130100750153,0,0,0,0,7960.544,15572.8,18761.43,15261.344,16/10/2011,1,115,13.3,Individual,8.645,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,01/11/2013,26/02/2016
Jamon,2021,211377,50%_IBERICO,CEBO,130100750011,0,0,0,0,1777.18,3416,4078.57,3347.68,16/10/2011,1,25,13.29,Individual,8.6385,Jamon DE CEBO IBERICO 50% Raza Ib‚rica,18/10/2014,14/02/2017
Jamon,2021,210180,100%_IBERICO,BELLOTA,130100750115,57.2,20.85,8.91,7.03,10106.074,17289.8,21180,16944.004,16/10/2011,1,0,13.29,Individual,8.6385,JAMON DE BELLOTA 100%_IBERICO,08/08/2013,05/12/2016
Jamon,2021,210180,100%_IBERICO,BELLOTA,130100750150,57.2,20.85,8.91,7.03,10106.074,17289.8,21180,16944.004,16/10/2011,1,0,13.29,Individual,9.132,JAMON DE BELLOTA 100%_IBERICO,13/01/2014,01/06/2017
Jamon,2021,210462,100%_IBERICO,BELLOTA,130100750018,55.04,19.95,8.81,9.78,10883.884,18715.8,22780,18341.48,16/10/2011,1,129,13.29,Individual,8.6385,JAMON DE BELLOTA 100%_IBERICO,26/10/2012,26/02/2016
Jamon,2021,210462,100%_IBERICO,BELLOTA,130100750063,55.04,19.95,8.81,9.78,10883.884,18715.8,22780,18341.48,16/10/2011,1,129,13.29,Individual,8.6385,JAMON DE BELLOTA 100%_IBERICO,17/08/2013,02/12/2016
